v0,v1
1.094041811,0.690983006
1.054933892,0.751310113
1.001490067,0.812618685
1.042404634,0.874666766
1.037030296,0.93720948
1.035500983,1
1.021833061,1.06279052
1.072932721,1.125333234
1.027219889,1.187381315
1.011284682,1.248689887
1.027008982,1.309016994
1.066436387,1.368124553
1.067378997,1.425779292
1.069630659,1.481753674
1.058821597,1.535826795
1.027292666,1.587785252
1.004210231,1.63742399
1.057130921,1.684547106
1.080044876,1.728968627
1.072668656,1.770513243
1.003277346,1.809016994
1.01791636,1.844327926
1.093574419,1.87630668
1.030445,1.904827052
1.035719718,1.929776486
1.071434882,1.951056516
1.086644832,1.968583161
1.071655453,1.982287251
1.097924467,1.992114701
1.03527522,1.998026728
1.006467836,2
1.018603154,1.998026728
1.018346831,1.992114701
1.078916563,1.982287251
1.023530642,1.968583161
1.059700498,1.951056516
1.059218764,1.929776486
1.043044504,1.904827052
1.095961339,1.87630668
1.059581568,1.844327926
1.050961844,1.809016994
1.017628376,1.770513243
1.080399309,1.728968627
1.090408422,1.684547106
1.011002534,1.63742399
1.027125901,1.587785252
1.013064248,1.535826795
1.088908522,1.481753674
1.012545369,1.425779292
1.098187283,1.368124553
1.047674071,1.309016994
1.05630889,1.248689887
1.061689702,1.187381315
1.03639627,1.125333234
1.081507558,1.06279052
1.054182406,1
1.016782947,0.93720948
1.035768056,0.874666766
1.078901223,0.812618685
1.020593924,0.751310113
1.025052753,0.690983006
1.038617211,0.631875447
1.014777688,0.574220708
1.089943981,0.518246326
1.075276886,0.464173205
1.003774208,0.412214748
1.049272648,0.36257601
1.010756346,0.315452894
1.063309704,0.271031373
1.028228192,0.229486757
1.043058798,0.190983006
1.053304011,0.155672074
1.092910459,0.12369332
1.061817195,0.095172948
1.014693883,0.070223514
1.020923712,0.048943484
1.039425255,0.031416839
1.070854272,0.017712749
1.091148212,0.007885299
1.020798419,0.001973272
1.044217113,0
1.061531873,0.070223514
1.042245454,0.095172948
1.017532799,0.12369332
1.0622125,0.155672074
1.066924323,0.190983006
1.079837894,0.229486757
1.077890357,0.271031373
1.011567848,0.315452894
1.075134874,0.36257601
1.063973507,0.412214748
1.071855441,0.464173205
1.024643609,0.518246326
1.005870169,0.574220708
1.014114588,0.631875447
1.014150586,0.690983006
1.096837121,0.751310113
1.037493703,0.812618685
1.09489845,0.874666766
1.067790238,0.93720948
1.066840593,1
1.034373484,1.06279052
1.01873566,1.125333234
1.076096448,1.187381315
1.052263847,1.248689887
1.013567757,1.309016994
1.060403268,1.368124553
1.085347404,1.425779292
1.001815333,1.481753674
1.084771112,1.535826795
1.045273003,1.587785252
1.033095884,1.63742399
1.023127046,1.684547106
1.013038002,1.728968627
1.039190449,1.770513243
1.012124032,1.809016994
1.062344326,1.844327926
1.052699109,1.87630668
1.058246581,1.904827052
1.056327142,1.929776486
1.072419564,1.951056516
1.062900781,1.968583161
1.024340182,1.982287251
1.087992773,1.992114701
1.06594789,1.998026728
1.055263633,2
1.060944263,1.998026728
1.043590001,1.992114701
1.049317738,1.982287251
1.080666836,1.968583161
1.013270621,1.951056516
1.095619964,1.929776486
1.030894009,1.904827052
1.02288093,1.87630668
1.062560282,1.844327926
1.094552074,1.809016994
1.030868603,1.770513243
1.05175439,1.728968627
1.085998098,1.684547106
1.09677013,1.63742399
1.095387492,1.587785252
1.086421349,1.535826795
1.082193366,1.481753674
1.028905079,1.425779292
1.092407004,1.368124553
1.05563132,1.309016994
1.024419708,1.248689887
1.0889285,1.187381315
1.021059915,1.125333234
1.06608733,1.06279052
1.082575994,1
1.02781044,0.93720948
1.050892166,0.874666766
1.084712974,0.812618685
1.050847097,0.751310113
1.090677473,0.690983006
1.036021936,0.631875447
1.047287939,0.574220708
1.042184065,0.518246326
1.003398735,0.464173205
1.042339891,0.412214748
1.072502135,0.36257601
1.077638595,0.315452894
1.063446788,0.271031373
1.05575036,0.229486757
1.061060005,0.190983006
1.095508938,0.155672074
1.015572271,0.12369332
1.063559878,0.095172948
1.002775256,0.070223514
1.064146858,0.048943484
1.0890193,0.031416839
1.00160574,0.017712749
1.021172084,0.007885299
1.061417538,0.001973272
1.011556014,0
1.079914632,0.001973272
1.008730859,0.007885299
1.005279703,0.017712749
1.04300502,0.031416839
1.062585751,0.048943484
1.030019014,0.070223514
1.018428541,0.095172948
1.019154602,0.12369332
1.060260399,0.155672074
1.07338013,0.190983006
1.091114677,0.229486757
1.045706781,0.271031373
1.02106907,0.315452894
1.012606941,0.36257601
1.073191872,0.412214748
1.077984906,0.464173205
1.015025752,0.518246326
1.01954044,0.574220708
1.016072245,0.93720948
1.063530581,1
1.044870182,1.06279052
1.001401705,1.125333234
1.00716093,1.187381315
1.068058635,1.248689887
1.082209317,1.309016994
1.094608185,1.368124553
1.021006549,1.425779292
1.068020223,1.481753674
1.021375258,1.535826795
1.046755108,1.587785252
1.09164873,1.63742399
1.070569295,1.684547106
1.085192205,1.728968627
1.026048575,1.770513243
1.060414197,1.809016994
1.018051306,1.844327926
1.083141484,1.87630668
1.025122278,1.904827052
1.085491057,1.929776486
1.066240906,1.951056516
1.019920656,1.968583161
1.053674438,1.982287251
1.001227143,1.992114701
1.00184015,1.998026728
1.067733863,2
1.08082689,1.998026728
1.096685643,1.992114701
1.051114804,1.982287251
1.016606951,1.968583161
1.05977251,1.951056516
1.025708953,1.929776486
1.095331086,1.904827052
1.047898736,1.87630668
1.051727602,1.844327926
1.036330949,1.809016994
1.098856023,1.770513243
1.047256674,1.728968627
1.028406674,1.684547106
1.01968406,1.63742399
1.04427759,1.587785252
1.028303584,1.535826795
1.060359819,1.481753674
1.035535335,1.425779292
1.04654427,1.368124553
1.031722948,1.309016994
1.095038287,1.248689887
1.019787994,1.187381315
1.009243711,1.125333234
1.034320288,1.06279052
1.023667754,1
1.086134549,0.93720948
1.091775845,0.874666766
1.069936678,0.812618685
1.07461412,0.751310113
1.024260267,0.690983006
1.066417354,0.631875447
1.093822059,0.574220708
1.022557311,0.518246326
1.02978358,0.464173205
1.010329749,0.412214748
1.009592532,0.36257601
1.087238851,0.315452894
1.059813639,0.271031373
1.045784628,0.229486757
1.026685033,0.190983006
1.093635204,0.155672074
1.047071246,0.12369332
1.071991856,0.095172948
1.035725094,0.070223514
1.074026003,0.048943484
1.018831675,0.031416839
1.079074419,0.017712749
1.06068458,0.007885299
1.075849215,0.001973272
1.086322018,0
1.074166458,0.001973272
1.09665166,0.007885299
1.031387224,0.017712749
1.016256194,0.031416839
1.090849699,0.048943484
1.001556964,0.070223514
1.063607063,0.095172948
1.095501584,0.12369332
1.069754458,0.155672074
1.035800476,0.190983006
1.035621453,0.229486757
1.033079968,0.271031373
1.083590739,0.315452894
1.068504389,0.36257601
1.019590869,0.412214748
1.087710487,0.464173205
1.023893071,0.518246326
1.046806958,0.574220708
1.097827131,0.631875447
1.084870717,0.690983006
1.061004564,0.751310113
1.053673127,0.812618685
1.087038675,0.874666766
1.014011315,0.93720948
1.022083724,1
1.012179078,1.06279052
1.046913969,1.125333234
1.037804209,1.187381315
1.024464484,1.248689887
1.039250922,1.309016994
1.072041032,1.368124553
1.004616009,1.425779292
1.009670358,1.481753674
1.01036652,1.535826795
1.049505989,1.587785252
1.020937528,1.63742399
1.069788417,1.684547106
1.001444976,1.728968627
1.01470581,1.770513243
1.006109349,1.809016994
1.014842114,1.844327926
1.039556273,1.87630668
1.001070053,1.904827052
1.099540124,1.929776486
1.041172472,1.951056516
1.088690751,1.968583161
1.044852394,1.982287251
1.007765314,1.992114701
1.077490657,1.998026728
1.073551116,2
1.00333255,1.998026728
1.074358606,1.992114701
1.082780401,1.982287251
1.045831354,1.968583161
1.061727554,1.951056516
1.074269683,1.929776486
1.060149623,1.904827052
1.009829031,1.87630668
1.063134994,1.844327926
1.087892314,1.809016994
1.009164087,1.770513243
1.004891797,1.728968627
1.024789668,1.684547106
1.029882377,1.63742399
1.030107356,1.587785252
1.040260201,1.535826795
1.088452809,1.481753674
1.099190843,1.425779292
1.018349507,1.368124553
1.032902763,1.309016994
1.017569012,1.248689887
1.080265561,1.187381315
1.061872033,1.125333234
1.081061035,1.06279052
1.09777712,1
1.08162555,0.93720948
1.004025513,0.874666766
1.058606556,0.812618685
1.072096814,0.751310113
1.07044872,0.690983006
1.064866622,0.631875447
1.086798588,0.574220708
1.011495986,0.518246326
1.05413808,0.464173205
1.072442952,0.412214748
1.017561163,0.36257601
1.080589517,0.315452894
1.039832111,0.271031373
1.015204111,0.229486757
1.066671691,0.190983006
1.062271592,0.155672074
1.037085335,0.12369332
1.024546491,0.095172948
1.01185058,0.070223514
1.002269693,0.048943484
1.09704359,0.031416839
1.082678388,0.017712749
1.01977271,0.007885299
1.049077866,0.001973272
1.016512167,0
1.09869976,0.001973272
1.059865232,0.007885299
1.084168542,0.017712749
1.060881427,0.031416839
1.070005596,0.048943484
1.092173726,0.070223514
1.077563171,0.095172948
1.02194488,0.12369332
1.052916243,0.155672074
1.017784725,0.190983006
1.064116362,0.229486757
1.09813514,0.271031373
1.064316851,0.315452894
1.093660137,0.36257601
1.052828251,0.412214748
1.004851433,0.464173205
1.062894669,0.518246326
1.060524524,0.574220708
1.066084286,0.631875447
1.061199954,0.690983006
1.063972414,0.751310113
1.007465315,0.812618685
1.087032047,0.874666766
1.025907646,0.93720948
1.073939914,1
1.077646499,1.06279052
1.075754049,1.125333234
1.05125436,1.187381315
1.04871009,1.248689887
1.02264249,1.309016994
1.060592744,1.368124553
1.002099096,1.425779292
1.08731314,1.481753674
1.026428441,1.535826795
1.013261118,1.587785252
1.078240614,1.63742399
1.052948147,1.684547106
1.081741006,1.728968627
1.028206402,1.770513243
1.04323007,1.809016994
1.006738614,1.844327926
1.048494627,1.87630668
1.057243666,1.904827052
1.017441872,1.929776486
1.037944104,1.951056516
1.012315708,1.968583161
1.080677163,1.982287251
1.071376037,1.992114701
1.081419812,1.998026728
1.091196535,2
1.097171519,1.998026728
1.087861964,1.992114701
1.030348026,1.982287251
1.028370797,1.968583161
1.079080904,1.951056516
1.017539986,1.929776486
1.041666679,1.904827052
1.014126749,1.87630668
1.004126714,1.844327926
1.068383144,1.809016994
1.085126507,1.770513243
1.015887823,1.728968627
1.038650535,1.684547106
1.085693169,1.63742399
1.078183461,1.587785252
1.024587009,1.535826795
1.050270827,1.481753674
1.06890391,1.425779292
1.077575004,1.368124553
1.007614559,1.309016994
1.041415136,1.248689887
1.022223846,1.187381315
1.018560819,1.125333234
1.052040255,1.06279052
1.038756966,1
1.021008526,0.93720948
1.013199986,0.874666766
1.086519069,0.812618685
1.079198642,0.751310113
1.053553871,0.690983006
1.030107785,0.631875447
1.053146083,0.574220708
1.002034917,0.518246326
1.071418228,0.464173205
1.01646696,0.412214748
1.017321697,0.36257601
1.075646188,0.315452894
1.066069487,0.271031373
1.067676935,0.229486757
1.016374089,0.190983006
1.050458934,0.155672074
1.041449089,0.12369332
1.051124428,0.095172948
1.011082976,0.070223514
1.036059955,0.048943484
1.054901587,0.031416839
1.024992483,0.017712749
1.029541561,0.007885299
1.031023658,0.001973272
1.026059017,0
1.050924689,0.001973272
1.047084802,0.007885299
1.082923386,0.017712749
1.092584929,0.031416839
1.022500047,0.048943484
1.034062193,0.070223514
1.027913531,0.095172948
1.050407167,0.12369332
1.078515881,0.155672074
1.01690815,0.190983006
1.066898163,0.229486757
1.044846921,0.271031373
1.092155933,0.315452894
1.096820364,0.36257601
1.094739843,0.412214748
1.092324599,0.464173205
1.039920129,0.518246326
1.081115207,0.574220708
1.06591885,0.631875447
1.063054624,0.690983006
1.002894887,0.751310113
1.011093291,0.812618685
1.020532817,0.874666766
1.01776359,0.93720948
1.085111564,1
1.01460828,1.06279052
1.096136632,1.125333234
1.056459295,1.187381315
1.024535823,1.248689887
1.09000375,1.309016994
1.075065259,1.368124553
1.084831607,1.425779292
1.027061422,1.481753674
1.010857278,1.535826795
1.006553872,1.587785252
1.019190235,1.63742399
1.096477453,1.684547106
1.045728766,1.728968627
1.013641007,1.770513243
1.079485321,1.809016994
1.001866625,1.844327926
1.027679627,1.87630668
1.051578969,1.904827052
1.046038908,1.929776486
1.02836381,1.951056516
1.095407348,1.968583161
1.087013957,1.982287251
1.052681395,1.992114701
1.01601948,1.998026728
1.031201928,2
1.079834686,1.998026728
1.057582138,1.992114701
1.017204771,1.982287251
1.086298951,1.968583161
1.01105358,1.951056516
1.08369658,1.929776486
1.08460757,1.904827052
1.001496685,1.87630668
1.099924868,1.844327926
1.066262881,1.809016994
1.000146673,1.770513243
1.0577676,1.728968627
1.081968638,1.684547106
1.076224278,1.63742399
1.037956257,1.587785252
1.052366743,1.535826795
1.031969677,1.481753674
1.087621877,1.425779292
1.045902467,1.368124553
1.031173776,1.309016994
1.024276019,1.248689887
1.013244158,1.187381315
1.02759778,1.125333234
1.037595048,1.06279052
1.018451036,1
1.046975707,0.93720948
1.024545729,0.874666766
1.071403846,0.812618685
1.053278079,0.751310113
1.058124434,0.690983006
1.060518163,0.631875447
1.06675952,0.574220708
1.050527299,0.518246326
1.069664069,0.464173205
1.014292638,0.412214748
1.073327437,0.36257601
1.09839296,0.315452894
1.045634831,0.271031373
1.04769932,0.229486757
1.036891348,0.190983006
1.052168367,0.155672074
1.085044048,0.12369332
1.089247309,0.095172948
1.082699915,0.070223514
1.05769582,0.048943484
1.048096306,0.031416839
1.097162625,0.017712749
1.079207375,0.007885299
1.094358427,0.001973272
1.071453475,0
1.019105653,0.001973272
1.085174333,0.007885299
1.002098311,0.017712749
1.01854565,0.031416839
1.002018798,0.048943484
1.086071913,0.070223514
1.041653685,0.095172948
1.057352327,0.12369332
1.028570144,0.155672074
1.008902344,0.190983006
1.04996283,0.229486757
1.03779653,0.271031373
1.010229163,0.315452894
1.0391647,0.36257601
1.053395558,0.412214748
1.057033662,0.464173205
1.011660368,0.518246326
1.073442127,0.574220708
1.057246722,0.631875447
1.097280459,0.690983006
1.056415564,0.751310113
1.000909443,0.812618685
1.044327766,0.874666766
1.006313446,0.93720948
1.041400458,1
1.061419372,1.06279052
1.045933816,1.125333234
1.084991588,1.187381315
1.071349725,1.248689887
1.082388887,1.309016994
1.010855537,1.368124553
1.050231041,1.425779292
1.092141291,1.481753674
1.010233548,1.535826795
1.022643164,1.587785252
1.051220262,1.63742399
1.081431777,1.684547106
1.095132351,1.728968627
1.070278136,1.770513243
1.041166666,1.809016994
1.018350713,1.844327926
1.028097164,1.87630668
1.049608108,1.904827052
1.026821931,1.929776486
1.075543112,1.951056516
1.073822994,1.968583161
1.086678,1.982287251
1.026026525,1.992114701
1.004879433,1.998026728
1.018738101,2
1.08978348,1.998026728
1.091278413,1.992114701
1.085144426,1.982287251
1.069513048,1.968583161
1.03054381,1.951056516
1.081861199,1.929776486
1.021553796,1.904827052
1.07666495,1.87630668
1.00637693,1.844327926
1.035667702,1.809016994
1.037501793,1.770513243
1.053742521,1.728968627
1.060029097,1.684547106
1.021119343,1.63742399
1.083972766,1.587785252
1.027266344,1.535826795
1.03808533,1.481753674
1.040419043,1.425779292
1.035561513,1.368124553
1.040676148,1.309016994
1.055752532,1.248689887
1.051613774,1.187381315
1.008736525,1.125333234
1.079134213,1.06279052
1.037483547,1
1.010674081,0.93720948
1.046925609,0.874666766
1.061056611,0.812618685
1.027445474,0.751310113
1.059078165,0.690983006
1.074252557,0.631875447
1.036500551,0.574220708
1.027909893,0.518246326
1.080012121,0.464173205
1.039522559,0.412214748
1.099614341,0.36257601
1.085470034,0.315452894
1.087313565,0.271031373
1.00575032,0.229486757
1.091210416,0.190983006
1.049190889,0.155672074
1.036567117,0.12369332
1.087645466,0.095172948
1.094134226,0.070223514
1.0195051,0.048943484
1.026409238,0.031416839
1.030375112,0.017712749
1.080240655,0.007885299
1.022786563,0.001973272
1.057069069,0
1.03327764,0.001973272
1.078089886,0.007885299
1.001419481,0.017712749
1.061095107,0.031416839
1.023649172,0.048943484
1.04147001,0.070223514
1.096105992,0.095172948
1.033075311,0.12369332
1.075847687,0.155672074
1.018380747,0.190983006
1.084960728,0.229486757
1.090885625,0.271031373
1.003109997,0.315452894
1.088592767,0.36257601
1.046107977,0.412214748
1.08324886,0.464173205
1.009091667,0.518246326
1.073097513,0.574220708
1.045548936,0.631875447
1.058769855,0.690983006
1.01487386,0.751310113
1.061835752,0.812618685
1.052121819,0.874666766
1.099558477,0.93720948
1.075598602,1
1.059547745,1.06279052
1.044156274,1.125333234
1.077982284,1.187381315
1.089156337,1.248689887
1.014822738,1.309016994
1.032766402,1.368124553
1.013833293,1.425779292
1.080754716,1.481753674
1.089730727,1.535826795
1.06660015,1.587785252
1.039187807,1.63742399
1.068572697,1.684547106
1.096748489,1.728968627
1.024132032,1.770513243
1.073474982,1.809016994
1.047964501,1.844327926
1.090121043,1.87630668
1.022141349,1.904827052
1.033031138,1.929776486
1.067543543,1.951056516
1.018764544,1.968583161
1.084585161,1.982287251
1.000340821,1.992114701
1.070204494,1.998026728
1.079930082,2
1.000509169,1.998026728
1.048060858,1.992114701
1.026837991,1.982287251
1.031013558,1.968583161
1.089321005,1.951056516
1.043471787,1.929776486
1.033595708,1.904827052
1.049178562,1.87630668
1.097335501,1.844327926
1.031218857,1.809016994
1.033666004,1.770513243
1.05154901,1.728968627
1.079286975,1.684547106
1.00546912,1.63742399
1.043564155,1.587785252
1.088739289,1.535826795
1.098481389,1.481753674
1.002333373,1.425779292
1.00309591,1.368124553
1.078013449,1.309016994
1.057099271,1.248689887
1.020451606,1.187381315
1.0827539,1.125333234
1.012017599,1.06279052
1.085345254,1
1.099020082,0.93720948
1.032859572,0.874666766
1.028853383,0.812618685
1.014633064,0.751310113
1.013461191,0.690983006
1.034602434,0.631875447
1.099208616,0.574220708
1.094527459,0.518246326
1.069547917,0.464173205
1.067064824,0.412214748
1.087165285,0.36257601
1.013587087,0.315452894
1.055033804,0.271031373
1.057249077,0.229486757
1.015728436,0.190983006
1.037101937,0.155672074
1.063942439,0.12369332
1.06974636,0.095172948
1.084203198,0.070223514
1.096607693,0.048943484
1.056687059,0.031416839
1.004528403,0.017712749
1.026299819,0.007885299
1.038440394,0.001973272
1.060248424,0
1.039735568,0.001973272
1.015806994,0.007885299
1.049830928,0.017712749
1.099789721,0.031416839
1.099682022,0.048943484
1.007584114,0.070223514
1.029335484,0.095172948
1.06049738,0.12369332
1.037748851,0.155672074
1.002383409,0.190983006
1.017813395,0.229486757
1.051247202,0.271031373
1.068544165,0.315452894
1.022792861,0.36257601
1.010105027,0.412214748
1.01498155,0.464173205
1.000784204,0.518246326
1.021869853,0.574220708
1.074389041,0.631875447
1.057356779,0.690983006
1.02314385,0.751310113
1.03561258,0.812618685
1.017103937,0.874666766
1.097632633,0.93720948
1.05091392,1
1.08661293,1.06279052
1.034028912,1.125333234
1.008636114,1.187381315
1.041672723,1.248689887
1.033892662,1.309016994
1.020290547,1.368124553
1.030202226,1.425779292
1.065793757,1.481753674
1.007490669,1.535826795
1.004521296,1.587785252
1.042960783,1.63742399
1.043619767,1.684547106
1.046689862,1.728968627
1.084852806,1.770513243
1.028892994,1.809016994
1.0530549,1.844327926
1.096225007,1.87630668
1.054513051,1.904827052
1.037661259,1.929776486
1.017041388,1.951056516
1.066177778,1.968583161
1.027602063,1.982287251
1.053820127,1.992114701
1.077805305,1.998026728
1.080768149,2
1.004344121,1.998026728
1.082218408,1.992114701
1.078855835,1.982287251
1.027316493,1.968583161
1.019663692,1.951056516
1.028717967,1.929776486
1.087674206,1.904827052
1.048523456,1.87630668
1.072945958,1.844327926
1.094438789,1.809016994
1.071797423,1.770513243
1.092225001,1.728968627
1.009426518,1.684547106
1.094631544,1.63742399
1.009515726,1.587785252
1.037185812,1.535826795
1.013609597,1.481753674
1.088180235,1.425779292
1.087732535,1.368124553
1.029383449,1.309016994
1.065653479,1.248689887
1.006412423,1.187381315
1.016799218,1.125333234
1.064886022,1.06279052
1.042547728,1
1.075196612,0.93720948
1.006716196,0.874666766
1.01104561,0.812618685
1.001903856,0.751310113
1.06715331,0.690983006
1.098330982,0.631875447
1.091729392,0.574220708
1.060715748,0.518246326
1.072714004,0.464173205
1.024464802,0.412214748
1.006387791,0.36257601
1.086598306,0.315452894
1.004022742,0.271031373
1.037399364,0.229486757
1.041225159,0.190983006
1.043524689,0.155672074
1.074258726,0.12369332
1.007294001,0.095172948
1.068407396,0.070223514
1.024945471,0.048943484
1.055372669,0.031416839
1.046574876,0.017712749
1.015784825,0.007885299
1.085099057,0.001973272
1.013544121,0
1.027669335,0.001973272
1.091185885,0.007885299
1.04830137,0.017712749
1.029041514,0.031416839
1.097295889,0.048943484
1.029889227,0.070223514
1.000431277,0.095172948
1.091678038,0.12369332
1.04049786,0.155672074
1.096708789,0.190983006
1.05955224,0.229486757
1.083914101,0.271031373
1.003383179,0.315452894
1.085492091,0.36257601
1.080415611,0.412214748
1.082124823,0.464173205
1.04482989,0.518246326
1.048630625,0.574220708
1.08148221,0.631875447
1.005381734,0.690983006
1.039499947,0.751310113
1.042122126,0.812618685
1.026601269,0.874666766
1.031844494,0.93720948
1.070237619,1
1.004093171,1.06279052
1.045079827,1.125333234
1.011034941,1.187381315
1.052109501,1.248689887
1.059028283,1.309016994
1.037898377,1.368124553
1.044017267,1.425779292
1.081384218,1.481753674
1.027071403,1.535826795
1.052346142,1.587785252
1.031352195,1.63742399
1.04710246,1.684547106
1.014887547,1.728968627
1.069875937,1.770513243
1.083998003,1.809016994
1.001539753,1.844327926
1.095012747,1.87630668
1.027532802,1.904827052
1.077299989,1.929776486
1.020779153,1.951056516
1.004406394,1.968583161
1.022745621,1.982287251
1.053397561,1.992114701
1.066754946,1.998026728
1.055533978,2
1.034779088,1.998026728
1.057658542,1.992114701
1.012735438,1.982287251
1.012636007,1.968583161
1.068545831,1.951056516
1.059870972,1.929776486
1.09766234,1.904827052
1.066864381,1.87630668
1.099188619,1.844327926
1.044865367,1.809016994
1.098844535,1.770513243
1.097624914,1.728968627
1.02883061,1.684547106
1.012139643,1.63742399
1.053239426,1.587785252
1.017334987,1.535826795
1.065776818,1.481753674
1.030845972,1.425779292
1.02695393,1.368124553
1.001038523,1.309016994
1.080934882,1.248689887
1.085363777,1.187381315
1.076885576,1.125333234
1.023359681,1.06279052
1.044487592,1
1.068710857,0.93720948
1.09947114,0.874666766
1.014477249,0.812618685
1.098903041,0.751310113
1.040788091,0.690983006
1.012131791,0.631875447
1.015131136,0.574220708
1.024109241,0.518246326
1.061309921,0.464173205
1.087132858,0.412214748
1.075109563,0.36257601
1.013750075,0.315452894
1.092863747,0.271031373
1.010972896,0.229486757
1.076553367,0.190983006
1.082910418,0.155672074
1.066299357,0.12369332
1.001136913,0.095172948
1.028295036,0.070223514
1.004516028,0.048943484
1.099161565,0.031416839
1.079113661,0.017712749
1.01415389,0.007885299
1.057128579,0.001973272
1.013417773,0
1.01365475,0.001973272
1.034532866,0.007885299
1.054888333,0.017712749
1.064814817,0.031416839
1.055218755,0.048943484
1.075172195,0.070223514
1.05110731,0.095172948
1.033195984,0.12369332
1.092210371,0.155672074
1.072466678,0.190983006
1.067110008,0.229486757
1.031447415,0.271031373
1.050054734,0.315452894
1.074397828,0.36257601
1.019360792,0.412214748
1.079981481,0.464173205
1.067447542,0.518246326
1.072592222,0.574220708
1.0241156,0.631875447
1.002945499,0.690983006
1.049465334,0.751310113
1.060193177,0.812618685
1.06505657,0.874666766
1.065375897,0.93720948
1.053009395,1
1.069163703,1.06279052
1.057875296,1.125333234
1.069844494,1.187381315
1.014823466,1.248689887
1.074851079,1.309016994
1.053119726,1.368124553
1.003295354,1.425779292
1.027094308,1.481753674
1.075181934,1.535826795
1.06227023,1.587785252
1.030585033,1.63742399
1.012667697,1.684547106
1.060679917,1.728968627
1.057420434,1.770513243
1.070294185,1.809016994
1.008066741,1.844327926
1.096327563,1.87630668
1.092438789,1.904827052
1.043128216,1.929776486
1.088760941,1.951056516
1.010616533,1.968583161
1.041073389,1.982287251
1.090614983,1.992114701
1.001171203,1.998026728
1.047184945,2
1.076959304,1.998026728
1.010135596,1.992114701
1.092928833,1.982287251
1.031293042,1.968583161
1.014728001,1.951056516
1.000630319,1.929776486
1.071096098,1.904827052
1.008110658,1.87630668
1.016436262,1.844327926
1.057854622,1.809016994
1.056600363,1.770513243
1.0699409,1.728968627
1.039588961,1.684547106
1.085360752,1.63742399
1.011640034,1.587785252
1.005590846,1.535826795
1.089191865,1.481753674
1.052155346,1.425779292
1.095729176,1.368124553
1.071977714,1.309016994
1.083149918,1.248689887
1.018973783,1.187381315
1.031319119,1.125333234
1.002467812,1.06279052
1.031196887,1
1.098415121,0.93720948
1.01711198,0.874666766
1.052102329,0.812618685
1.07554761,0.751310113
1.017400643,0.690983006
1.020055704,0.631875447
1.007068034,0.574220708
1.028347741,0.518246326
1.025871942,0.464173205
1.084780353,0.412214748
1.057513464,0.36257601
1.079622364,0.315452894
1.077070889,0.271031373
1.097472768,0.229486757
1.089299764,0.190983006
1.064452017,0.155672074
1.006053614,0.12369332
1.056903047,0.095172948
1.009182921,0.070223514
1.081083508,0.048943484
1.080746021,0.031416839
1.072973799,0.017712749
1.042745023,0.007885299
1.082552126,0.001973272
1.00792411,0
1.061731559,0.001973272
1.062967825,0.007885299
1.017662317,0.017712749
1.05818938,0.031416839
1.063078725,0.048943484
1.002959539,0.070223514
1.033265737,0.095172948
1.052819124,0.12369332
1.016910991,0.155672074
1.051740543,0.190983006
1.052494827,0.229486757
1.030417628,0.271031373
1.07173671,0.315452894
1.032189735,0.36257601
1.083515752,0.412214748
1.052639493,0.464173205
1.047168742,0.518246326
1.008002578,0.574220708
1.062243919,0.631875447
1.084263018,0.690983006
